Year,Life expectancy ,Adult Mortality,infant deaths,Alcohol,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP, thinness  1-19 years,Income composition of resources,Schooling,Status_Developed,Status_Developing
2009,85.0,73.0,0,9.24,92.0,11.21,92.0,0.1,282.94193,0.3,0.895,19.3,1,0
2008,81.0,75.0,0,9.49,89.0,1.7,89.0,0.1,31287.77865,0.3,0.894,19.5,1,0
2007,81.0,76.0,0,9.19,88.0,8.35,88.0,0.1,3259.73471,0.3,0.891,19.2,1,0
2006,79.9,76.0,0,9.34,89.0,8.65,89.0,0.1,2667.86452,0.3,0.888,19.1,1,0
2005,79.9,78.0,0,9.31,89.0,8.25,89.0,0.1,2775.89515,0.3,0.886,18.9,1,0
2004,79.2,79.0,0,9.15,87.0,7.89,89.0,0.1,2542.39935,0.3,0.884,18.4,1,0
2003,79.1,82.0,0,8.91,86.0,7.71,9.0,0.1,21913.7817,0.3,0.881,18.2,1,0
2002,78.7,83.0,0,9.13,84.0,7.89,9.0,0.1,16874.31232,0.3,0.873,17.5,1,0
2001,78.5,83.0,0,8.75,82.0,7.58,9.0,0.1,13882.85683,0.3,0.868,17.4,1,0
2000,78.6,87.0,0,8.91,82.0,7.47,9.0,0.1,13641.1272,0.3,0.864,17.2,1,0
2014,74.5,148.0,2,3.55,99.0,9.4,98.0,0.1,1975.46477,1.8,0.636,11.6,0,1
2013,73.9,157.0,2,3.58,99.0,8.43,98.0,0.1,1847.19849,1.8,0.63,11.5,0,1
2012,73.9,157.0,2,3.63,99.0,8.4,98.0,0.1,1792.3845,1.8,0.625,11.5,0,1
2011,74.5,147.0,3,3.39,99.0,6.39,98.0,0.1,1682.957924,1.8,0.62,11.5,0,1
2010,73.2,154.0,3,3.38,99.0,6.58,98.0,0.1,1526.497938,1.9,0.614,11.4,0,1
2009,73.2,163.0,3,3.36,99.0,6.82,98.0,0.2,1464.497754,1.9,0.613,11.3,0,1
2008,72.5,169.0,3,3.64,97.0,6.98,97.0,0.2,1518.85386,1.9,0.607,11.1,0,1
2007,72.5,173.0,3,3.83,93.0,6.91,93.0,0.2,1344.31871,2.0,0.601,11.0,0,1
2006,73.0,17.0,3,3.69,88.0,6.33,88.0,0.3,124.992617,2.0,0.597,11.0,0,1
2005,71.2,194.0,3,3.7,87.0,6.11,86.0,0.3,1175.116225,2.0,0.592,11.0,0,1
2004,71.0,194.0,4,3.81,8.0,6.13,79.0,0.3,191.55157,2.1,0.587,11.0,0,1
2003,76.0,198.0,4,3.77,86.0,6.12,86.0,0.3,115.565314,2.1,0.583,11.0,0,1
2002,75.0,197.0,4,3.5,85.0,5.71,85.0,0.4,11.147277,2.2,0.577,10.7,0,1
2001,73.0,193.0,4,3.51,89.0,5.26,87.0,0.4,143.6758,2.2,0.57,10.4,0,1
2000,73.0,192.0,4,3.61,85.0,5.39,83.0,0.4,116.2743,2.2,0.562,10.1,0,1
2014,61.4,223.0,49,0.01,67.0,5.82,68.0,0.5,43.646498,9.8,0.345,5.3,0,1
2013,69.0,227.0,49,0.01,56.0,5.9,67.0,0.6,416.14838,1.0,0.341,5.3,0,1
2012,63.0,232.0,49,0.01,71.0,6.11,71.0,0.7,391.515524,1.3,0.331,5.1,0,1
2011,59.4,241.0,50,0.15,4.0,6.66,75.0,0.7,375.5819866,1.5,0.323,4.8,0,1
2010,58.2,252.0,50,0.12,75.0,6.36,7.0,0.9,348.151511,1.7,0.312,4.5,0,1
2009,57.1,263.0,51,0.11,71.0,6.98,71.0,1.1,341.2894618,11.0,0.307,4.2,0,1
2008,56.0,272.0,52,0.12,68.0,6.76,67.0,1.3,354.8185998,11.2,0.298,4.0,0,1
2007,55.2,276.0,53,0.1,57.0,6.94,57.0,1.4,292.55962,11.4,0.293,3.8,0,1
2006,54.5,277.0,54,0.11,52.0,7.39,51.0,1.5,258.463873,11.6,0.286,3.7,0,1
2005,53.7,278.0,55,0.11,46.0,7.15,45.0,1.6,25.383731,11.9,0.278,3.5,0,1
2004,52.9,279.0,56,0.11,45.0,6.61,43.0,1.6,232.5661574,12.1,0.27,3.1,0,1
2003,52.1,28.0,56,0.1,44.0,6.23,41.0,1.6,215.8548,12.3,0.266,3.0,0,1
2002,51.4,282.0,57,0.1,43.0,6.55,39.0,1.6,177.828384,12.5,0.261,2.9,0,1
2001,56.0,283.0,57,0.11,42.0,7.1,36.0,1.6,165.257247,12.7,0.255,2.9,0,1
2000,50.0,284.0,58,0.1,41.0,6.1,34.0,1.5,158.455972,12.8,0.253,2.8,0,1
2014,53.6,362.0,490,0.01,49.0,3.67,49.0,3.9,3221.678128,1.1,0.521,10.0,0,1
2013,53.2,367.0,498,8.3,46.0,3.7,46.0,3.9,2996.96432,1.4,0.514,9.8,0,1
2012,52.7,374.0,505,8.54,42.0,3.3,42.0,4.4,2755.297787,1.7,0.507,9.7,0,1
2011,52.3,375.0,513,8.75,48.0,3.69,48.0,4.7,2527.9423,11.0,0.5,9.6,0,1
2010,52.0,374.0,521,8.9,54.0,3.47,54.0,4.8,2327.3267,11.3,0.492,9.5,0,1
2009,51.6,376.0,527,9.05,66.0,4.24,63.0,4.9,197.661422,11.7,0.487,9.3,0,1
2008,59.0,386.0,536,9.3,6.0,4.0,53.0,5.0,1383.893354,12.0,0.481,9.2,0,1
2007,55.0,388.0,542,9.55,54.0,4.47,42.0,5.2,1136.829645,12.3,0.477,9.1,0,1
2006,49.8,396.0,549,9.66,46.0,3.66,4.0,5.3,119.743286,12.6,0.466,9.0,0,1
2005,49.2,4.0,556,9.71,45.0,4.11,36.0,5.4,87.8938738,12.9,0.463,8.9,0,1
2004,48.5,47.0,563,9.76,43.0,4.33,33.0,5.4,648.815852,13.2,0.445,8.5,0,1
2003,48.1,41.0,567,9.75,42.0,4.5,29.0,5.4,512.65719,13.5,0.0,8.1,0,1
2002,47.7,49.0,571,9.61,4.0,2.43,25.0,5.3,459.4572117,13.8,0.0,7.7,0,1
2001,47.4,48.0,574,9.58,36.0,3.25,27.0,5.1,351.7996666,14.1,0.0,8.0,0,1
2000,47.1,45.0,576,9.23,31.0,2.84,29.0,4.9,379.1193264,14.3,0.0,7.6,0,1
2014,81.6,61.0,0,6.06,93.0,9.72,93.0,0.1,975.49856,0.8,0.945,17.7,1,0
2013,81.5,62.0,0,6.21,94.0,9.39,94.0,0.1,1291.435,0.8,0.942,17.5,1,0
2012,81.3,61.0,0,6.21,95.0,9.16,95.0,0.1,11563.727,0.7,0.941,17.6,1,0
2011,81.1,67.0,0,6.53,94.0,9.14,94.0,0.1,1574.9861,0.7,0.939,17.6,1,0
2010,81.0,66.0,0,6.59,93.0,9.26,93.0,0.1,87646.75346,0.7,0.936,17.4,1,0
2009,89.0,67.0,0,6.68,94.0,9.49,94.0,0.1,817.77681,0.7,0.936,17.4,1,0
2008,86.0,67.0,0,6.75,94.0,8.4,94.0,0.1,9688.5961,0.7,0.936,17.6,1,0
2007,85.0,67.0,0,6.6,93.0,8.58,93.0,0.1,85128.65759,0.7,0.934,17.6,1,0
2006,84.0,7.0,0,6.47,94.0,8.43,94.0,0.1,74114.69715,0.8,0.931,17.5,1,0
2005,81.0,73.0,0,6.37,91.0,8.89,91.0,0.1,66775.3944,0.8,0.929,17.6,1,0
2004,79.8,77.0,0,6.22,92.0,9.44,92.0,0.1,5757.26916,0.8,0.924,17.5,1,0
2003,79.4,78.0,0,6.04,92.0,9.85,92.0,0.1,5111.65445,0.8,0.918,17.1,1,0
2002,78.9,81.0,0,5.89,93.0,9.62,93.0,0.1,4361.1538,0.8,0.916,17.1,1,0
2001,78.8,82.0,0,5.49,91.0,8.65,91.0,0.1,38549.58934,0.8,0.917,17.5,1,0
2000,78.5,85.0,0,5.67,91.0,8.27,9.0,0.1,38146.71539,0.8,0.911,17.1,1,0
2014,76.4,11.0,1,0.4,99.0,3.55,99.0,0.1,2458.45226,7.1,0.796,13.7,0,1
2013,76.2,12.0,1,0.46,99.0,2.76,98.0,0.1,21268.7564,7.0,0.796,13.7,0,1
2012,76.0,14.0,1,0.51,99.0,2.52,98.0,0.1,22134.916,7.0,0.797,13.7,0,1
2011,75.8,15.0,1,0.54,99.0,2.49,99.0,0.1,2986.36,6.9,0.797,13.6,0,1
2010,75.6,16.0,1,0.56,99.0,2.74,99.0,0.1,1928.74739,6.9,0.797,13.5,0,1
2009,75.4,18.0,1,0.56,96.0,2.83,98.0,0.1,16784.34616,6.9,0.782,12.4,0,1
2008,75.2,19.0,1,0.57,97.0,2.1,99.0,0.1,2275.3536,6.9,0.765,11.9,0,1
2007,74.9,113.0,1,0.57,97.0,2.43,99.0,0.1,1585.13226,7.0,0.753,11.5,0,1
2006,74.7,115.0,1,0.58,98.0,2.31,98.0,0.1,1448.55,7.0,0.748,11.6,0,1
2005,74.3,118.0,1,0.63,99.0,2.59,99.0,0.1,12376.97936,7.0,0.742,11.5,0,1
2004,74.0,122.0,1,0.61,99.0,2.98,99.0,0.1,1129.28886,7.1,0.734,11.5,0,1
2003,73.6,127.0,1,0.56,99.0,3.17,99.0,0.1,969.8126,7.1,0.725,11.2,0,1
2002,73.3,13.0,1,0.54,99.0,3.18,99.0,0.1,8629.11774,7.1,0.716,11.0,0,1
2001,72.9,134.0,1,0.55,99.0,3.8,99.0,0.1,8476.61511,7.1,0.705,10.7,0,1
2000,72.6,138.0,1,0.38,99.0,3.7,99.0,0.1,861.18596,7.2,0.0,10.4,0,1
2014,66.2,162.0,359,0.01,72.0,2.61,72.0,0.1,1316.98966,19.4,0.542,7.8,0,1
2013,66.0,163.0,365,0.04,72.0,2.7,72.0,0.1,1272.44161,19.6,0.538,7.7,0,1
2012,65.7,165.0,369,0.04,72.0,2.76,72.0,0.1,1261.28967,19.8,0.529,7.6,0,1
2011,65.5,167.0,371,0.04,75.0,3.1,74.0,0.1,1226.215314,2.0,0.525,7.5,0,1
2010,65.1,172.0,372,0.04,82.0,3.2,82.0,0.1,14.142268,2.2,0.521,7.5,0,1
2009,64.8,175.0,371,0.03,7.0,2.94,71.0,0.1,16.63999,2.5,0.514,7.3,0,1
2008,64.6,177.0,369,0.03,7.0,3.26,62.0,0.1,139.31288,2.7,0.513,7.3,0,1
2007,64.4,178.0,367,0.03,75.0,3.35,75.0,0.1,95.4327931,2.8,0.505,6.7,0,1
2006,64.2,179.0,365,0.03,77.0,3.4,78.0,0.1,873.772727,21.0,0.501,6.5,0,1
2005,62.9,2.0,364,0.04,78.0,2.91,77.0,0.1,711.4699463,21.2,0.487,6.1,0,1
2004,63.7,183.0,364,0.01,65.0,2.56,65.0,0.1,649.848233,21.4,0.474,5.6,0,1
2003,63.5,185.0,366,0.01,69.0,2.61,67.0,0.1,563.594342,21.6,0.465,5.6,0,1
2002,63.2,187.0,371,0.01,71.0,2.76,68.0,0.1,499.8633,21.8,0.457,5.5,0,1
2001,63.0,189.0,377,0.01,68.0,2.61,65.0,0.1,51.6568157,22.0,0.45,5.4,0,1
2000,62.8,19.0,385,0.02,65.0,2.79,62.0,0.1,533.8624114,22.2,0.445,5.3,0,1
2014,77.6,119.0,1,6.74,8.0,8.3,8.0,0.1,12593.7374,1.9,0.78,13.0,0,1
2013,77.5,118.0,1,6.89,81.0,8.9,8.0,0.1,11685.97983,1.9,0.773,12.9,0,1
2012,77.2,12.0,1,6.95,87.0,7.25,85.0,0.1,1589.82713,1.9,0.765,12.8,0,1
2011,77.3,121.0,1,6.9,91.0,7.5,87.0,0.1,927.723171,2.0,0.758,12.9,0,1
2010,76.5,122.0,1,6.94,95.0,8.5,94.0,0.1,7937.259931,2.0,0.756,12.8,0,1
2009,76.8,127.0,1,6.87,85.0,7.56,85.0,0.1,7429.628274,2.0,0.755,12.8,0,1
2008,76.5,127.0,1,6.74,86.0,6.75,86.0,0.1,6973.9284,2.0,0.75,12.8,0,1
2007,76.4,124.0,1,6.16,84.0,6.31,85.0,0.2,668.8667,2.1,0.743,12.9,0,1
2006,76.2,125.0,1,5.72,98.0,7.0,88.0,0.1,5348.518399,2.1,0.744,12.9,0,1
2005,75.8,122.0,1,5.53,88.0,7.48,92.0,0.1,4916.54886,2.1,0.74,12.9,0,1
2004,75.8,123.0,1,5.69,92.0,8.9,95.0,0.2,4591.892776,2.2,0.733,12.8,0,1
2003,75.5,126.0,1,5.52,95.0,7.6,98.0,0.1,4267.13578,2.2,0.728,12.8,0,1
2002,75.7,125.0,1,5.52,99.0,8.3,99.0,0.2,4126.14671,2.3,0.725,12.6,0,1
2001,75.5,124.0,2,5.43,95.0,7.72,99.0,0.1,446.372833,2.3,0.721,12.4,0,1
2000,75.7,121.0,2,5.58,99.0,7.76,98.0,0.2,46.29935,2.4,0.716,12.1,0,1
2014,62.7,278.0,10,0.01,64.0,4.26,73.0,0.7,2182.716565,1.3,0.511,10.0,0,1
2013,62.4,281.0,10,0.01,8.0,4.78,79.0,0.8,229.95364,1.3,0.506,10.0,0,1
2012,62.2,284.0,10,0.01,81.0,4.55,74.0,1.0,271.318741,1.3,0.501,9.9,0,1
2011,62.0,285.0,10,0.88,69.0,4.94,72.0,1.0,177.867119,1.3,0.494,9.9,0,1
2010,61.8,286.0,10,0.79,72.0,4.18,67.0,1.1,1366.879112,1.4,0.485,9.6,0,1
2009,61.6,288.0,11,0.82,79.0,4.36,73.0,1.1,1166.66337,1.4,0.477,9.2,0,1
2008,61.4,29.0,11,0.81,76.0,4.6,63.0,1.3,1178.72469,1.4,0.469,8.9,0,1
2007,61.1,295.0,11,0.71,72.0,4.4,71.0,1.4,956.668952,1.4,0.461,8.6,0,1
2006,68.0,299.0,11,0.64,67.0,5.92,72.0,1.5,854.346921,1.4,0.454,8.2,0,1
2005,64.0,37.0,11,0.84,61.0,6.42,72.0,1.5,77.5773486,1.4,0.446,7.9,0,1
2004,59.9,314.0,11,0.58,59.0,8.39,62.0,1.5,637.3616215,1.5,0.439,7.6,0,1
2003,59.6,321.0,11,0.59,62.0,6.79,68.0,1.4,588.3582595,1.5,0.433,7.2,0,1
2002,59.3,327.0,11,0.61,54.0,7.69,61.0,1.4,511.665773,1.5,0.428,6.9,0,1
2001,59.1,331.0,11,0.68,52.0,6.68,55.0,1.3,539.41528,1.5,0.422,6.6,0,1
2000,58.9,335.0,11,0.73,51.0,3.98,59.0,1.1,631.9468526,1.6,0.418,6.2,0,1
2014,73.9,147.0,3,0.01,83.0,9.81,87.0,0.2,4712.822736,2.0,0.688,12.3,0,1
2013,73.8,148.0,3,5.03,8.0,1.49,86.0,0.2,4479.95858,2.0,0.679,12.3,0,1
2012,73.6,148.0,3,5.36,83.0,1.33,87.0,0.1,3855.537735,2.0,0.679,12.3,0,1
2011,73.4,15.0,3,5.79,84.0,9.42,89.0,0.1,3988.11894,2.1,0.675,12.3,0,1
2010,73.2,152.0,3,5.65,85.0,9.1,89.0,0.1,3225.591754,2.1,0.664,12.4,0,1
2009,73.0,155.0,3,5.39,81.0,9.14,85.0,0.1,2599.596259,2.1,0.663,12.1,0,1
2008,72.7,157.0,3,6.14,85.0,7.6,89.0,0.1,359.992184,2.1,0.654,11.9,0,1
2007,72.5,159.0,3,5.61,95.0,6.41,95.0,0.1,2312.192926,2.2,0.649,12.0,0,1
2006,72.3,161.0,3,5.61,98.0,6.43,98.0,0.2,189.71539,2.2,0.648,12.1,0,1
2005,72.1,163.0,3,6.38,96.0,6.7,96.0,0.2,157.145691,2.3,0.646,12.3,0,1
2004,71.9,165.0,3,6.2,92.0,5.78,92.0,0.2,148.527976,2.3,0.639,12.1,0,1
2003,71.7,166.0,4,6.64,86.0,5.99,86.0,0.1,1174.779347,2.4,0.642,12.7,0,1
2002,71.5,168.0,4,5.66,87.0,6.77,87.0,0.1,1148.229882,2.4,0.632,12.2,0,1
2001,71.2,17.0,4,6.66,9.0,7.61,89.0,0.1,1417.26582,2.5,0.624,11.8,0,1
2000,79.0,172.0,4,6.78,86.0,8.1,86.0,0.1,1545.626423,2.5,0.625,11.6,0,1
2014,75.3,125.0,8,0.01,78.0,5.47,88.0,0.1,6491.5245,1.1,0.735,13.4,0,1
2013,75.3,125.0,8,5.38,71.0,5.23,88.0,0.1,6583.116248,1.1,0.731,13.4,0,1
2012,74.9,129.0,9,5.14,94.0,5.18,95.0,0.1,6387.785281,1.1,0.725,13.4,0,1
2011,74.5,133.0,9,4.83,91.0,4.93,91.0,0.2,5771.565878,1.1,0.721,13.4,0,1
2010,73.7,14.0,10,4.72,92.0,5.3,93.0,0.2,522.493191,1.1,0.708,13.3,0,1
2009,73.8,14.0,10,4.69,92.0,5.36,93.0,0.3,4166.93387,1.2,0.706,13.3,0,1
2008,73.9,138.0,11,4.85,93.0,4.73,93.0,0.3,428.87811,1.2,0.7,13.2,0,1
2007,74.0,133.0,11,4.29,93.0,4.6,93.0,0.3,3611.2147,1.2,0.696,13.2,0,1
2006,74.2,134.0,12,4.22,94.0,4.47,94.0,0.4,3171.49856,1.2,0.693,13.0,0,1
2005,72.8,148.0,13,4.44,66.0,4.72,77.0,0.4,2754.7829,1.3,0.692,13.0,0,1
2004,72.2,151.0,14,4.27,81.0,4.56,86.0,0.4,2448.143899,1.3,0.685,12.8,0,1
2003,72.1,152.0,15,4.5,95.0,4.6,94.0,0.4,218.25997,1.3,0.686,13.3,0,1
2002,72.6,144.0,16,4.03,95.0,4.94,95.0,0.4,259.192958,1.4,0.686,13.9,0,1
2001,72.4,142.0,17,4.22,9.0,4.98,9.0,0.5,1981.243653,1.4,0.677,13.4,0,1
2000,71.4,154.0,18,4.59,93.0,4.83,98.0,0.5,1996.719689,1.4,0.674,13.5,0,1
2014,68.4,214.0,54,4.52,77.0,4.71,67.0,0.1,2842.938353,1.0,0.676,11.7,0,1
2013,68.1,219.0,55,4.61,84.0,4.56,89.0,0.1,276.289146,1.0,0.671,11.7,0,1
2012,68.1,217.0,56,5.02,88.0,4.46,88.0,0.1,2581.818554,1.0,0.666,11.6,0,1
2011,68.0,218.0,57,4.96,87.0,4.29,87.0,0.1,2352.518156,1.0,0.669,11.5,0,1
2010,67.9,218.0,58,4.85,78.0,4.37,79.0,0.1,2129.499242,1.0,0.662,11.4,0,1
2009,68.0,219.0,59,4.42,86.0,4.41,87.0,0.1,1825.341521,1.0,0.661,11.7,0,1
2008,67.5,217.0,60,4.21,91.0,4.5,91.0,0.1,1919.466195,1.0,0.655,11.5,0,1
2007,67.5,216.0,62,4.19,87.0,3.94,87.0,0.1,1672.685433,1.0,0.648,11.4,0,1
2006,67.3,219.0,63,4.08,88.0,3.95,88.0,0.1,1391.772325,1.0,0.646,11.5,0,1
2005,67.0,223.0,65,4.22,9.0,3.91,89.0,0.1,1194.697155,1.0,0.642,11.6,0,1
2004,67.3,218.0,66,4.45,85.0,3.23,88.0,0.1,179.3715,1.0,0.636,11.6,0,1
2003,67.2,217.0,67,4.44,85.0,3.25,84.0,0.1,11.553196,1.0,0.631,11.6,0,1
2002,66.8,221.0,68,4.42,77.0,2.79,79.0,0.1,1.68135,1.0,0.625,11.4,0,1
2001,66.8,221.0,68,4.54,76.0,3.0,79.0,0.1,957.287441,1.0,0.622,11.4,0,1
2000,66.8,219.0,69,4.73,74.0,3.21,78.0,0.1,138.91977,1.0,0.618,11.4,0,1
2014,77.3,12.0,2,10.71,94.0,6.35,98.0,0.1,14341.675,1.9,0.85,16.4,1,0
2013,77.1,12.0,2,11.63,95.0,6.4,99.0,0.1,1378.54911,2.0,0.838,15.4,1,0
2012,76.8,125.0,2,10.81,95.0,6.62,99.0,0.1,13145.1484,2.0,0.834,15.3,1,0
2011,76.7,128.0,2,10.93,96.0,6.7,99.0,0.1,13893.18768,2.0,0.829,15.4,1,0
2010,76.3,13.0,2,10.59,96.0,6.88,99.0,0.1,12599.52486,2.1,0.822,15.1,1,0
2009,75.7,136.0,2,10.7,96.0,7.12,99.0,0.1,11527.59323,2.1,0.818,15.1,1,0
2008,75.5,14.0,2,11.4,96.0,6.88,99.0,0.1,141.44688,2.2,0.813,15.0,1,0
2007,75.3,144.0,2,10.9,99.0,6.28,99.0,0.1,1126.31852,2.2,0.808,15.0,1,0
2006,75.2,144.0,2,10.4,99.0,6.17,99.0,0.1,94.7726,2.3,0.803,15.0,1,0
2005,75.0,144.0,2,9.5,99.0,6.2,99.0,0.1,821.251569,2.3,0.797,14.8,1,0
2004,74.9,143.0,2,9.19,99.0,6.19,99.0,0.1,6681.178818,2.4,0.8,15.5,1,0
2003,74.7,142.0,3,9.06,98.0,6.22,99.0,0.1,5693.52416,2.4,0.796,15.3,1,0
2002,74.5,145.0,3,8.02,98.0,6.32,99.0,0.1,5196.932921,2.5,0.79,15.0,1,0
2001,74.2,149.0,3,7.74,98.0,5.86,98.0,0.1,4981.198619,2.5,0.784,14.7,1,0
2000,73.7,153.0,3,8.4,98.0,5.5,98.0,0.1,4492.72764,2.5,0.777,14.6,1,0
2014,89.0,78.0,0,9.88,98.0,9.5,98.0,0.1,2277.53613,0.7,0.837,16.8,1,0
2013,86.0,79.0,0,10.0,98.0,9.55,98.0,0.1,21618.73534,0.7,0.827,16.3,1,0
2012,83.0,81.0,0,11.96,98.0,9.74,98.0,0.1,2577.4264,0.7,0.824,16.3,1,0
2011,82.0,85.0,0,11.92,97.0,1.7,97.0,0.1,23196.18375,0.7,0.818,16.2,1,0
2010,79.6,88.0,0,12.25,97.0,1.44,98.0,0.1,22538.6548,0.7,0.812,16.0,1,0
2009,79.3,9.0,0,12.03,96.0,1.42,96.0,0.1,2363.97161,0.7,0.809,16.0,1,0
2008,79.0,92.0,0,12.35,97.0,9.9,97.0,0.1,24815.6884,0.7,0.804,15.8,1,0
2007,78.7,94.0,0,12.57,96.0,9.62,97.0,0.1,2278.5845,0.7,0.797,15.4,1,0
2006,78.5,96.0,0,13.11,97.0,9.67,97.0,0.1,19821.44463,0.7,0.793,15.4,1,0
2005,77.7,11.0,0,13.33,93.0,9.98,93.0,0.1,18784.9485,0.7,0.79,15.4,1,0
2004,78.0,99.0,0,13.45,95.0,9.84,95.0,0.1,1845.5881,0.7,0.792,15.9,1,0
2003,77.3,15.0,0,14.21,96.0,9.54,99.0,0.1,15772.7334,0.7,0.789,15.8,1,0
2002,77.2,17.0,1,12.0,96.0,9.15,98.0,0.1,12882.28897,0.8,0.788,15.9,1,0
2001,76.9,11.0,1,12.22,96.0,9.1,97.0,0.1,11729.14616,0.8,0.782,15.7,1,0
2000,76.6,11.0,1,11.89,96.0,9.14,96.0,0.1,1152.39681,0.8,0.777,15.5,1,0
2014,78.1,69.0,0,1.15,99.0,2.19,89.0,0.1,86852.7119,5.2,0.854,13.4,0,1
2013,77.9,7.0,0,1.2,99.0,2.15,97.0,0.1,8834.87958,5.1,0.843,13.4,0,1
2012,77.8,72.0,0,1.13,93.0,2.16,92.0,0.1,88564.82298,5.1,0.837,13.4,0,1
2011,77.5,74.0,0,1.16,92.0,1.93,93.0,0.1,85948.746,5.1,0.827,12.4,0,1
2010,77.3,76.0,0,1.16,98.0,2.9,97.0,0.1,736.22784,5.0,0.825,12.0,0,1
2009,77.0,79.0,0,1.11,98.0,2.63,99.0,0.1,61478.23813,5.0,0.828,11.8,0,1
2008,76.8,82.0,0,1.37,98.0,1.87,97.0,0.1,82967.37228,5.0,0.825,11.7,0,1
2007,76.7,83.0,0,1.24,97.0,2.31,94.0,0.1,675.61258,4.9,0.83,12.6,0,1
2006,76.6,83.0,0,1.28,95.0,2.58,96.0,0.1,6256.55926,4.9,0.835,13.7,0,1
2005,76.6,84.0,0,1.18,98.0,3.1,97.0,0.1,51488.49529,4.8,0.83,13.7,0,1
2004,76.6,84.0,0,1.11,95.0,3.61,96.0,0.1,41818.35256,4.8,0.826,13.5,0,1
2003,76.5,85.0,0,1.0,93.0,4.14,92.0,0.1,34176.98183,4.8,0.815,12.8,0,1
2002,76.4,85.0,0,0.87,96.0,2.71,96.0,0.1,2999.65492,4.8,0.807,12.2,0,1
2001,76.3,87.0,0,0.76,93.0,2.56,93.0,0.1,2843.63635,4.8,0.809,12.6,0,1
2000,76.2,88.0,0,0.5,91.0,2.18,8.0,0.1,29986.2915,4.8,0.808,13.0,0,1
2014,74.8,135.0,2,0.01,94.0,5.57,94.0,0.1,12.27733,2.6,0.797,14.7,1,0
2013,74.6,138.0,2,9.59,88.0,5.6,92.0,0.1,9585.266593,2.7,0.794,14.7,1,0
2012,74.4,138.0,2,9.58,92.0,5.48,91.0,0.1,8558.39766,2.8,0.797,15.3,1,0
2011,74.3,139.0,2,9.1,89.0,5.53,89.0,0.1,92.277825,2.9,0.798,15.7,1,0
2010,73.4,153.0,2,9.0,94.0,5.83,94.0,0.1,8297.483621,3.0,0.797,15.8,1,0
2009,73.1,158.0,2,10.4,95.0,5.56,95.0,0.1,822.18329,3.0,0.795,15.4,1,0
2008,73.1,159.0,2,11.9,95.0,5.33,96.0,0.1,1136.47356,3.1,0.78,14.7,1,0
2007,72.9,154.0,3,10.6,96.0,5.21,96.0,0.1,8214.185378,3.2,0.766,14.1,1,0
2006,72.5,157.0,3,8.51,97.0,5.6,97.0,0.1,5828.745662,3.2,0.755,13.7,1,0
2005,71.9,162.0,3,7.68,97.0,5.47,97.0,0.1,4676.315183,3.3,0.745,13.4,1,0
2004,71.7,165.0,4,9.82,97.0,5.43,97.0,0.1,3552.92452,3.4,0.733,12.9,1,0
2003,71.1,174.0,4,8.78,97.0,5.3,97.0,0.1,2774.95586,3.5,0.722,12.5,1,0
2002,77.0,178.0,4,9.62,98.0,4.57,98.0,0.1,2124.873613,3.7,0.714,12.0,1,0
2001,78.0,179.0,4,9.78,99.0,4.36,99.0,0.1,1839.72945,3.8,0.708,11.7,1,0
2000,77.0,175.0,4,10.16,99.0,4.33,99.0,0.1,1668.162731,4.0,0.703,11.5,1,0
2014,73.0,225.0,13,10.12,97.0,7.7,97.0,0.1,14125.961,2.3,0.803,14.9,0,1
2013,70.0,229.0,14,10.58,98.0,7.9,97.0,0.2,15543.67653,2.3,0.799,14.6,0,1
2012,69.6,237.0,14,10.99,98.0,6.88,97.0,0.3,15154.45687,2.3,0.792,14.3,0,1
2011,69.4,242.0,14,11.04,97.0,6.61,97.0,0.3,14212.687,2.3,0.785,14.0,0,1
2010,68.4,256.0,15,11.05,98.0,6.83,97.0,0.2,1674.98771,2.3,0.773,13.7,0,1
2009,68.2,261.0,15,11.21,98.0,7.44,98.0,0.3,8562.89598,2.3,0.776,14.0,0,1
2008,67.5,278.0,16,12.04,98.0,6.22,98.0,0.3,11635.2637,2.3,0.769,13.9,0,1
2007,67.3,282.0,16,12.19,98.0,5.38,98.0,0.3,911.25385,2.4,0.761,13.8,0,1
2006,66.4,3.0,17,11.79,98.0,5.3,98.0,0.3,692.194398,2.4,0.754,13.8,0,1
2005,65.0,327.0,18,11.57,98.0,5.21,98.0,0.3,5323.473877,2.4,0.748,13.7,0,1
2004,64.9,321.0,19,11.5,98.0,5.19,97.0,0.3,412.372294,2.5,0.741,13.6,0,1
2003,64.6,322.0,20,11.32,97.0,5.61,96.0,0.4,2975.132778,2.6,0.733,13.2,0,1
2002,64.8,313.0,20,10.87,97.0,5.99,97.0,0.3,2375.5944,2.7,0.727,12.8,0,1
2001,65.1,38.0,21,10.47,97.0,5.67,96.0,0.3,21.362386,2.8,0.72,12.5,0,1
2000,65.0,37.0,22,10.18,97.0,5.42,96.0,0.2,1771.58662,2.9,0.709,12.1,0,1
2014,65.7,23.0,12,0.01,98.0,7.53,98.0,0.4,76.5699517,5.8,0.488,10.8,0,1
2013,65.2,233.0,12,0.01,98.0,7.69,98.0,0.5,688.8768557,5.9,0.485,10.8,0,1
2012,64.6,239.0,13,0.01,98.0,7.68,98.0,0.7,678.796973,6.1,0.475,10.5,0,1
2011,63.8,247.0,14,8.34,93.0,7.71,97.0,1.3,617.317648,6.3,0.464,10.2,0,1
